Your Input	Gene ID	Gene Symbol	Gene Name	Description	Mus musculus Ortholog
CGB7	HGNC:1886	CGB3	chorionic gonadotropin subunit beta 3	Predicted to enable hormone activity. Predicted to be involved in G protein-coupled receptor signaling pathway. Part of pituitary gonadotropin complex.	MGI:96782:Lhb
CDH3	HGNC:1754	CDH15	cadherin 15	Predicted to enable beta-catenin binding activity and cadherin binding activity. Predicted to be involved in several processes, including calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules; cell-cell adhesion mediated by cadherin; and cell-cell junction organization. Located in Golgi apparatus and plasma membrane. Implicated in autosomal dominant intellectual developmental disorder 3.	MGI:106672:Cdh15
CDH3	HGNC:1762	CDH3	cadherin 3	Predicted to enable beta-catenin binding activity and cadherin binding activity. Involved in several processes, including negative regulation of timing of catagen; positive regulation of biosynthetic process; and positive regulation of canonical Wnt signaling pathway. Acts upstream of with a positive effect on positive regulation of insulin-like growth factor receptor signaling pathway. Acts upstream of or within with a negative effect on negative regulation of transforming growth factor beta receptor signaling pathway. Located in cell junction and plasma membrane. Implicated in congenital hypotrichosis with juvenile macular dystrophy and ectodermal dysplasia, ectrodactyly, and macular dystrophy syndrome.	MGI:88356:Cdh3
FANCB	HGNC:1101	BRCA2	BRCA2 DNA repair associated	Enables several functions, including gamma-tubulin binding activity; histone acetyltransferase activity; and identical protein binding activity. Involved in several processes, including DNA metabolic process; establishment of protein localization to telomere; and negative regulation of mammary gland epithelial cell proliferation. Located in several cellular components, including centrosome; chromosome, telomeric region; and nuclear lumen. Part of BRCA2-MAGE-D1 complex; DNA repair complex; and nuclear ubiquitin ligase complex. Implicated in several diseases, including Fanconi anemia (multiple); esophagus squamous cell carcinoma; hereditary breast ovarian cancer syndrome; melanoma (multiple); and reproductive organ cancer (multiple). Biomarker of colorectal cancer and colorectal carcinoma.	MGI:109337:Brca2
FANCB	HGNC:3583	FANCB	FA complementation group B	Predicted to be involved in negative regulation of double-strand break repair via homologous recombination; positive regulation of double-strand break repair via homologous recombination; and replication-born double-strand break repair via sister chromatid exchange. Predicted to act upstream of or within cellular response to camptothecin and cellular response to xenobiotic stimulus. Part of Fanconi anaemia nuclear complex and chromatin. Implicated in Fanconi anemia complementation group B and head and neck squamous cell carcinoma. Biomarker of tongue squamous cell carcinoma.	MGI:2448558:Fancb
FHOD3	HGNC:23698	FMNL3	formin like 3	Predicted to enable GTPase activating protein binding activity and actin filament binding activity. Involved in several processes, including actin cytoskeleton organization; filopodium assembly; and regulation of cell shape. Located in Golgi apparatus; cytosol; and plasma membrane.	MGI:109569:Fmnl3
FHOD3	HGNC:26178	FHOD3	formin homology 2 domain containing 3	Predicted to enable actin filament binding activity. Predicted to be involved in cardiac myofibril assembly; cortical actin cytoskeleton organization; and sarcomere organization. Predicted to act upstream of or within negative regulation of actin filament polymerization. Predicted to be located in striated muscle thin filament. Predicted to be active in cytoplasm and cytoskeleton. Implicated in familial hypertrophic cardiomyopathy.	MGI:1925847:Fhod3
GRIP1	HGNC:15788	LGALS12	galectin 12	Enables lactose binding activity. Acts upstream of or within intrinsic apoptotic signaling pathway. Predicted to be located in mitochondrion and nucleus. Predicted to be active in cytoplasm.	MGI:1929094:Lgals12
GRIP1	HGNC:18708	GRIP1	glutamate receptor interacting protein 1	Predicted to enable beta-catenin binding activity. Predicted to be involved in neurotransmitter receptor transport, endosome to postsynaptic membrane; positive regulation of neuron projection arborization; and vesicle-mediated transport in synapse. Predicted to act upstream of or within protein localization. Predicted to be located in several cellular components, including membrane raft; neuron projection; and neuronal cell body. Predicted to be active in glutamatergic synapse and postsynaptic density. Implicated in Fraser syndrome 3.	MGI:1921303:Grip1
GRIP1	HGNC:7669	NCOA2	nuclear receptor coactivator 2	Enables RNA polymerase II-specific DNA-binding transcription factor binding activity; nuclear receptor coactivator activity; and protein domain specific binding activity. Involved in positive regulation of transcription by RNA polymerase II. Located in nuclear body. Part of RNA polymerase II transcription regulator complex. Implicated in acute myeloid leukemia; colorectal carcinoma; lung non-small cell carcinoma; and prostate adenocarcinoma. Biomarker of colorectal adenocarcinoma; colorectal carcinoma; malignant pleural mesothelioma; prostate cancer; and stomach cancer.	MGI:1276533:Ncoa2
DSC3	HGNC:3036	DSC2	desmocollin 2	Predicted to enable calcium ion binding activity. Involved in bundle of His cell-Purkinje myocyte adhesion involved in cell communication; regulation of heart rate by cardiac conduction; and regulation of ventricular cardiac muscle cell action potential. Located in several cellular components, including desmosome; endoplasmic reticulum; and intercalated disc. Implicated in arrhythmogenic right ventricular cardiomyopathy and arrhythmogenic right ventricular dysplasia 11. Biomarker of arrhythmogenic right ventricular cardiomyopathy.	MGI:103221:Dsc2
DSC3	HGNC:3037	DSC3	desmocollin 3	Enables gamma-catenin binding activity. Involved in protein stabilization. Located in cell junction and plasma membrane.	MGI:1194993:Dsc3
TRIM6	HGNC:16277	TRIM6	tripartite motif containing 6	Enables several functions, including identical protein binding activity; protein tyrosine kinase binding activity; and ubiquitin protein ligase activity. Involved in several processes, including positive regulation of protein phosphorylation; regulation of defense response; and regulation of gene expression. Is active in cytoplasm.	MGI:2137352:Trim6
TRIM6	HGNC:33440	TRIM6-TRIM34	TRIM6-TRIM34 readthrough	Predicted to enable zinc ion binding activity. Predicted to be located in cytoplasm.	MGI:4821264:Trim34b | MGI:2137359:Trim34a
XG	HGNC:12806	XG	Xg glycoprotein (Xg blood group)	Predicted to be involved in T cell extravasation; homotypic cell-cell adhesion; and positive regulation of neutrophil extravasation. Located in plasma membrane.	N.A.
XG	HGNC:34022	XGY2	XG Y-linked 2 (pseudogene)	No description available	N.A.
HAP1	HGNC:4812	HAP1	huntingtin associated protein 1	Predicted to enable several functions, including brain-derived neurotrophic factor binding activity; identical protein binding activity; and transmembrane transporter binding activity. Involved in protein localization. Located in cytosol; inclusion body; and nucleolus. Implicated in Huntington's disease.	MGI:1261831:Hap1
HAP1	HGNC:587	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1	Enables several functions, including DNA binding activity; DNA nuclease activity; and phosphodiesterase activity, acting on 3'-phosphoglycolate-terminated DNA strands. Involved in DNA metabolic process; regulation of apoptotic process; and regulation of gene expression. Located in several cellular components, including centrosome; nuclear lumen; and perinuclear region of cytoplasm. Implicated in artery disease (multiple); breast cancer; female reproductive organ cancer (multiple); spina bifida; and urinary bladder cancer. Biomarker of breast carcinoma; cervical cancer; ovarian cancer; and prostate carcinoma in situ.	MGI:88042:Apex1
XDH	HGNC:11184	SORD	sorbitol dehydrogenase	Enables several functions, including L-iditol 2-dehydrogenase (NAD+) activity; NAD binding activity; and zinc ion binding activity. Involved in fructose biosynthetic process; sorbitol catabolic process; and xylitol catabolic process. Located in extracellular exosome and membrane. Implicated in autosomal recessive distal hereditary motor neuronopathy 8.	MGI:98266:Sord
XDH	HGNC:12805	XDH	xanthine dehydrogenase	Enables several functions, including 2 iron, 2 sulfur cluster binding activity; molybdopterin cofactor binding activity; and oxidoreductase activity, acting on CH or CH2 groups. Involved in several processes, including purine nucleobase catabolic process; purine nucleoside catabolic process; and purine ribonucleoside monophosphate catabolic process. Located in extracellular space. Is active in cytosol. Implicated in several diseases, including Lesch-Nyhan syndrome; artery disease (multiple); chronic kidney disease; hyperuricemia; and xanthinuria type I. Biomarker of laryngeal squamous cell carcinoma and multiple myeloma.	MGI:98973:Xdh
PAK6	HGNC:16061	PAK6	p21 (RAC1) activated kinase 6	Enables cadherin binding activity. Predicted to be involved in intracellular signal transduction and regulation of MAPK cascade. Predicted to act upstream of or within learning or memory; locomotory behavior; and neuron projection morphogenesis. Located in cell junction; fibrillar center; and nucleoplasm. Implicated in clear cell renal cell carcinoma.	MGI:2679420:Pak6
PAK6	HGNC:52276	BUB1B-PAK6	BUB1B-PAK6 readthrough	Enables cadherin binding activity. Predicted to be involved in intracellular signal transduction and regulation of MAPK cascade. Located in cell junction; fibrillar center; and nucleoplasm.	MGI:2679420:Pak6
ADAM23	HGNC:202	ADAM23	ADAM metallopeptidase domain 23	Predicted to enable metalloendopeptidase activity. Predicted to be involved in proteolysis. Predicted to act upstream of or within cellular response to leukemia inhibitory factor. Predicted to be located in plasma membrane. Predicted to be active in glutamatergic synapse and presynaptic membrane.	MGI:1345162:Adam23
ADAM23	HGNC:206	ADAM28	ADAM metallopeptidase domain 28	Enables immunoglobulin receptor binding activity and metallopeptidase activity. Predicted to be involved in proteolysis. Located in mitochondrion and plasma membrane. Implicated in breast cancer; estrogen-receptor positive breast cancer; invasive ductal carcinoma; lung adenocarcinoma; and lung non-small cell carcinoma. Biomarker of breast carcinoma; gastrointestinal system cancer (multiple); and lung carcinoma (multiple).	MGI:105988:Adam28
CSNK2A3	HGNC:2457	CSNK2A1	casein kinase 2 alpha 1	Enables identical protein binding activity and protein serine/threonine kinase activity. Involved in several processes, including positive regulation of aggrephagy; protein phosphorylation; and regulation of protein metabolic process. Located in PcG protein complex and nucleoplasm. Part of Sin3-type complex and protein kinase CK2 complex. Is active in PML body. Biomarker of breast cancer.	MGI:88543:Csnk2a1
CSNK2A3	HGNC:2458	CSNK2A3	casein kinase 2 alpha 3	Enables protein serine/threonine kinase activity. Involved in several processes, including positive regulation of cell growth; positive regulation of protein catabolic process; and protein phosphorylation. Located in nucleoplasm.	MGI:88543:Csnk2a1
